,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63
cell_744,-0.7401266,2.2170048,0.7580231,-1.5483137,-0.34090057,0.5890447,0.6082628,0.4717545,1.057748,-3.2761583,0.42022002,-2.0689168,-1.5448744,0.2683549,-1.1420643,0.92221886,1.5091773,1.6832709,0.034843083,-0.99247324,0.21540141,-1.4183424,-0.52224636,-2.3932612,-1.6326945,-0.104872435,0.72662205,0.2099105,1.6252878,0.98800904,0.05903485,-0.350255,0.5019773,0.34025794,0.9065,-0.82411253,0.023883045,1.5377985,1.5383497,0.41149384,0.19791791,1.5904431,1.5627234,1.551182,1.0538287,-0.39116955,-1.703687,0.7065402,1.431605,0.010341406,-0.12546265,-0.31070474,-0.89761794,0.6807121,1.5856903,1.103825,-0.9809703,0.42011994,1.7581388,0.51157725,-2.1790605,-0.1761455,0.7511386,1.1964588
cell_745,2.1526842,-2.17762,0.9011165,0.9854109,1.8755246,1.5219176,-1.4785644,0.9703912,-1.7628654,-1.7119441,-2.1307352,-0.023271807,1.1500673,1.6984216,1.3863009,-0.8804059,0.4632498,-1.2168984,-1.4065436,-1.7974042,-1.2471081,-1.4981787,1.1278303,2.053748,0.59557,0.3815427,0.44607034,0.28013507,-2.985852,-1.5954773,-1.5194967,1.9260833,0.63090765,1.7991607,1.1211915,3.0472956,-0.2236876,-1.4131824,0.5958619,0.73521554,-1.367489,0.84007144,-3.5587893,0.4234624,2.141411,2.068581,-2.0414681,1.67686,-2.221332,-2.9189754,-0.3753975,1.0541265,1.1062269,1.927429,1.017375,3.9153597,-1.8683115,-1.0661823,1.1390588,-1.6116102,-0.059042633,2.2061298,-1.252983,0.76061606
cell_746,0.86241275,1.1401627,-1.061809,0.671883,-0.98606545,-0.9661658,0.48326945,-1.0188708,1.1780118,0.6733706,1.324206,0.742627,-0.60983217,0.5122975,0.73375225,1.7918048,-0.94927037,0.5527964,0.8471197,-0.5925241,-0.12879741,0.9679515,0.92737323,1.1862786,0.2805946,0.11337644,-0.9432435,0.101556554,0.7735387,-0.59029555,-0.8797287,-0.59948343,-1.163101,-0.7097242,0.82319146,1.3552424,1.6789734,1.3349838,0.95390624,0.73056513,-0.69076306,-1.41572,0.5277646,1.2142354,-1.2178642,-1.2296674,1.1593391,-1.1096044,1.0360826,-0.43365848,1.7623851,0.70551956,-0.011367887,0.79998857,-1.0804979,1.4805454,-1.9965862,-0.8666714,-0.31467575,-1.311181,1.3165492,-1.6616904,-0.6744725,0.7993086
cell_747,-1.1512104,1.0194297,-1.2439779,-1.492712,-1.7450126,2.5474267,-0.46346256,2.0138144,-1.6898762,1.0823547,-0.69211555,1.2589716,-0.531752,-1.4911546,-1.794993,-2.3028927,1.6382347,-2.4363668,-2.0109186,-1.42239,-1.8708928,-0.09617258,-1.3608226,0.5855222,1.4458822,2.4563208,-1.5915564,-1.065547,0.47775942,1.0514469,-1.798356,1.2690609,-1.7933867,1.7764218,-1.8824843,-2.2558413,1.684417,0.6329967,-1.7671255,-0.729473,2.671191,-1.1553097,-2.1898093,-1.7184186,1.1921207,-2.3125587,-2.4791524,-1.4862964,-2.2956493,-2.29993,0.92436737,-1.7999969,0.66060233,0.7845857,0.448789,-0.59071594,1.0484583,2.0405123,-0.14838731,2.8580625,-0.501948,1.5117638,0.7817357,-0.18607397
cell_748,1.047697,1.3002256,0.7903472,0.8944872,-1.271918,-0.8252947,-1.0616108,1.7706435,-1.0987327,-1.9987068,-1.56847,-0.11663368,-1.3544381,-0.84653044,0.31146312,0.59389913,-1.1868211,-1.0774573,1.047694,0.44116068,0.8415106,-1.1035397,-0.50386906,0.5585072,-0.9480685,-0.7383731,1.8207854,-0.13854735,-0.672462,-0.9977134,1.2693495,-1.3093364,-1.4228431,-1.0730486,-1.6738228,0.77955186,-1.1226418,-0.93272185,1.682269,-0.75133985,-0.6109266,-1.3598781,-1.2573669,-0.38011768,-0.69277656,0.378401,0.90529263,-0.84343404,-0.42740363,-1.7383308,0.12690628,-1.4871042,-1.6218238,-1.1959414,-0.2187779,-0.5458743,1.1541026,0.6691899,1.4660077,2.0350041,-0.1268273,-1.5892768,1.2526337,0.6558023
cell_749,0.9793171,-1.7372228,0.044358596,-0.8608254,2.0725565,1.7365518,0.61804736,2.2429063,1.1641865,-0.7887684,1.4261998,0.5115869,1.069159,-1.5241492,-1.2518089,-0.13546959,1.6020923,-0.8891917,-1.1586565,-0.6324504,1.5542753,1.5745178,0.90351075,-1.6180421,-1.6791899,0.51702845,0.5175874,1.2141268,0.76437235,-0.34445104,1.0424955,-1.4308164,-1.4736699,0.66433054,-1.6730052,-0.3983751,-1.2555948,-1.6723368,0.5969073,1.606358,1.2725173,-0.008084923,0.4494132,-0.30132425,-1.1946192,-1.1434718,-1.6093515,0.5261531,-0.43469718,1.3734608,-2.135164,-1.7633082,-1.9803603,-0.84237665,-1.0070934,2.3712473,-1.8452109,-2.0441074,0.34200332,-1.7008928,0.93021774,-1.8673319,-1.2446532,0.5057182
cell_750,0.8624218,1.5107114,1.0428447,0.5549464,-1.1948112,-1.3311388,-0.58381057,0.849595,-0.64405334,-1.8205037,-1.0793871,-0.6778839,-1.6418661,-0.97645795,0.9503004,1.4273591,-1.5880728,-0.2921112,1.5680884,0.641099,0.73874456,-1.6112931,-1.0303121,1.0753706,-1.1348269,-0.5222478,1.0244617,-0.63274956,-1.1638762,-1.2809852,1.2983664,-1.4150887,-1.1819252,-0.7809178,-1.110769,1.1425505,-0.7769742,-0.4000454,1.1972122,-1.0992733,-0.6852483,-0.92964244,-0.66343397,-0.38323456,-1.2326621,0.3752069,1.4660709,-0.20541437,-0.40145922,-1.4598482,0.8750231,-1.8392026,-1.6365161,-0.56597,-0.70718527,-0.51195186,0.5544081,0.92097044,1.6449604,1.4093763,0.19124323,-1.1036024,0.5390402,0.731915
cell_751,0.8861699,-0.5555814,-1.5222893,0.33404976,-0.98209393,0.8508858,1.6367582,-0.7507653,-0.7171161,-0.5920746,1.9631143,-1.3894737,-0.7408221,1.4621824,1.3689994,0.26440775,-1.8431857,2.6208677,1.3763839,-1.6474755,-1.2013108,2.049786,0.33618927,1.2901704,-1.0415192,-0.3099236,0.44837472,1.8240668,0.018052302,0.28257957,-0.3312265,2.43898,0.12674984,-0.37706053,-0.80058193,-0.67868906,1.3724703,0.19596195,-2.4476702,1.530206,0.44999287,2.3645515,-1.3116423,0.1504418,1.4177891,-0.90180665,3.4343338,-1.8877748,-1.2972534,1.7537098,0.6052461,-2.2568586,0.064204365,-1.1524725,1.4106902,0.3290922,2.6241412,0.30185288,2.1895156,-1.2184453,-1.0764067,-1.2311529,1.8546298,-2.4995365
cell_752,-0.41210198,0.9634763,-0.86370206,-1.6607099,-0.99506414,2.017551,-0.724542,1.5136633,-2.2455378,1.2016342,-0.0465191,2.2161016,-0.04102093,-0.9005502,-2.1492424,-2.4890695,1.0696987,-1.7522541,-1.4863108,-1.7185824,-2.24274,1.1123592,-0.8954482,0.6430682,0.7099835,1.9373894,-1.5494703,-0.47824743,0.23789814,0.9776146,-1.9492688,0.86681277,-2.1024206,2.8208468,-2.2252991,-1.9655627,1.6181992,0.97434825,-2.2438264,-0.945884,2.7508075,-1.850305,-2.4560153,-1.6283929,1.1036204,-1.8215083,-1.6047946,-1.6669962,-2.25165,-2.254404,1.5532889,-1.2197632,1.5978484,0.42839247,0.6486304,0.37585908,0.8305489,1.8203415,0.48266724,2.48952,-0.76828533,1.9406581,0.7945008,0.5735458
cell_753,1.4461302,-2.5041912,1.3109244,0.90413606,1.4862369,1.7131886,-1.2945064,1.4479351,-1.6363003,-1.6232315,-2.1017597,-0.16270882,0.6824083,1.6343741,1.8037004,-0.30012193,0.32151896,-1.2949347,-1.9053357,-1.3497213,-1.1146151,-1.431245,1.1204276,2.1344066,0.09055327,0.44799596,0.896685,0.338632,-2.6823382,-1.9567028,-1.128413,1.5548029,0.75060725,2.382123,1.0584656,2.261125,-0.19411385,-1.9757013,0.57789844,0.32948026,-1.4331121,1.175972,-3.6554215,0.5205965,1.2882696,1.4963142,-1.9757847,1.7193002,-2.6205845,-1.9701385,-0.80478895,1.1042948,1.488908,2.0315042,0.78668386,3.5204442,-1.7037214,-1.2473432,1.2163949,-1.1118475,-0.13648105,2.348788,-1.1491238,1.381282
cell_754,0.3407398,-1.2677398,-1.7714009,1.2870272,1.1186839,0.08585717,-0.98331296,0.041573778,0.15935755,0.053006545,1.8522772,-1.2703941,0.87743384,-1.1980255,0.25370654,0.37969837,-2.0781617,0.017646238,1.1757874,-1.7358968,-0.36284578,-0.9245597,1.3381209,1.2503216,-1.0277517,-1.0989286,0.69946957,2.001779,0.44938818,-0.4647851,1.9101787,2.2573838,2.1120079,0.09430209,-0.54284626,-0.19567408,1.8617556,-0.43678668,-0.25541568,0.2826229,0.6326641,0.079326056,-0.15749101,1.5435389,-1.1947904,0.2710337,-1.6657913,2.0128186,-1.1295171,0.18151052,-0.14368668,-1.6927469,0.6302699,0.82453835,-0.58695185,0.18771239,1.694058,1.7864218,-0.08520225,-0.8729983,-3.0962384,1.0044011,0.5307065,-1.210089
cell_755,0.081770845,0.49952632,-0.6779801,0.5376799,-0.38061222,-0.7725842,-0.94491816,-0.18410105,-0.044684067,-0.05117826,-0.8537948,-0.39732268,-1.0727268,-1.8021297,0.20314778,0.8736758,-1.5890694,-0.5772105,0.7512465,0.20676646,1.3374401,-0.5839871,-0.34633788,1.130185,-1.7719653,-0.90654755,1.3708634,-0.15686533,0.066550255,-0.5881583,1.0869619,-0.35149863,-0.52186245,-1.3279128,-0.8677732,0.34668916,0.27600732,0.039967567,0.33613706,-1.7495393,-0.24005336,-1.1290972,-0.59886944,0.43768108,-1.2550454,1.0685325,-0.11775619,0.5976664,-1.0151069,-0.12659562,0.50563586,-1.4542346,-0.37155864,0.08187243,-0.37659982,-0.3567103,0.4558184,1.4267066,0.44741803,0.86985135,-0.7161866,-0.080076724,1.1804038,1.2132432
cell_756,-0.20246807,0.26891592,-0.31784177,0.16044179,0.57144475,-1.6204638,-0.38381368,0.21767193,0.96440566,-0.5083026,-1.7908444,-0.8022927,-0.57667786,-0.15424743,-0.54167503,0.33286735,-0.4709162,2.1201694,0.26465616,-1.7292532,0.68411577,0.55025995,-0.70642626,1.4530814,-1.2756536,-0.8258997,-0.66069734,1.2774719,0.75702214,-0.6434858,-0.4324406,1.0850203,0.042964444,-0.91166806,-0.7963645,0.8077611,0.16255136,0.5352617,-0.04461795,-1.0495197,-1.9325964,0.7421966,0.5474801,1.1981714,-0.6588769,1.0089533,1.3223405,0.09625481,0.5821698,0.5675342,0.11029947,-0.32003513,0.22977047,-0.13707218,-0.70189196,-0.77039105,0.6628243,-0.02986963,-0.34703302,0.31007293,0.5935009,1.1063567,0.18181682,1.103657
cell_757,1.9383564,2.8956249,2.1429315,4.117082,2.0311983,1.2012107,-2.206617,0.15752071,-2.054755,-1.2891443,0.9909023,0.056035236,0.02803773,-1.3924319,1.1333611,-2.6007586,1.1335521,0.7447469,0.96788347,-1.8931255,-0.14640856,-2.9061172,1.9272563,-4.86932,1.3444779,1.9639953,-2.9201565,0.64485323,-2.8162081,1.1945741,-1.2927405,-0.21795282,-3.0619624,-0.741866,-1.1378018,-2.8794587,-1.7468522,-0.9018684,3.183068,-0.18280217,1.3480549,1.3604558,-0.2123332,1.6545619,2.0753448,1.8978552,-2.140654,-2.619894,0.78004694,-2.4477048,0.12806639,0.30966067,1.2399276,-1.5629561,3.875648,-1.5108582,1.3346386,-2.2764409,-0.89928347,1.7760968,-0.5893371,-1.4004968,-0.018244643,-2.8546455
cell_758,-1.7495377,-0.095015004,-0.6242874,-0.5708463,0.75694567,-0.62444836,-0.9297728,0.07607201,1.7223201,0.27194774,-0.065559536,-2.7281072,0.1556001,-0.81683594,-1.6371853,1.5403905,-0.004596412,0.7719567,1.2305465,-0.31735536,1.6122202,-1.0940305,-0.051119305,0.24247326,-1.8012611,-1.6086404,-0.48079717,1.1042498,1.3340924,0.21223095,1.087828,-0.012890138,0.2008569,-1.0320991,-1.0449955,0.98166597,-0.36106452,0.7821304,-0.6565834,-0.7416966,0.13961905,1.0912147,1.4557399,1.340044,-1.8390174,0.66637737,-0.9998258,0.8986241,-1.0762297,-0.02428849,1.0351268,-1.4934294,-0.6770287,1.2264955,-1.6032118,0.11549929,0.58359677,1.0581554,0.35718077,-0.21011387,-1.3577578,0.8313546,1.5841664,0.87825966
cell_759,1.7244508,0.77609384,-0.5348216,-1.0891544,-1.8134687,1.2015538,-0.9448768,1.3774501,-0.42031592,0.3140762,-0.45756763,2.4353127,-1.8732607,-1.3551619,-1.6557984,-0.9386555,1.4251876,-1.0182099,-1.000701,-1.5041295,-1.7145605,1.7128718,-0.83716524,1.4140742,-0.09388453,0.6607932,-1.0850348,1.5835688,1.226109,0.34555244,-2.486142,1.2424359,-1.9499513,1.9292662,-1.6785798,-0.5776555,1.6216333,1.0473372,-1.3165071,-0.07968393,0.3478173,-1.7964069,-1.4327143,-1.0624306,0.68917835,-1.3867037,-1.0708196,-1.2979174,-1.8074104,-1.3576722,1.4547513,-0.9373646,0.60338056,1.4122974,-1.1134835,0.39093304,0.33405888,1.0638593,-0.8007721,1.3690155,1.0631386,0.49202332,1.102785,0.53116083
cell_760,1.6439614,0.33440095,0.7538418,0.5432991,-1.4485606,-0.8514197,1.4531474,1.8357682,1.4386044,0.6642525,1.8055804,-0.9408512,0.112482876,-1.357012,1.7706051,1.753576,1.155073,1.4515982,-0.32316202,0.79458165,-1.5863723,0.3140428,-0.5356687,-1.4838892,-1.1057788,-1.363294,-1.8892065,2.022493,-0.8734747,-1.8630469,1.2097889,1.4133246,1.4759802,1.4646953,-1.8088394,-1.8551464,-0.8638248,-0.6098745,0.6251629,-0.70683825,-1.0521756,0.5108056,-0.58065116,-0.57304865,-1.5659946,-2.549106,-0.5617429,1.5946443,0.36960056,1.2205787,-1.3863965,0.9309144,-0.59192836,1.9772848,-1.7283174,-1.3317063,-1.530715,-1.2123315,1.8332102,1.8268472,0.83747596,1.1104653,-1.9197093,-1.3585753
cell_761,1.0549974,1.2446905,-0.79596895,0.3651092,-0.6565838,0.017107144,1.8765965,-0.5104613,2.5413158,0.6158753,1.945677,0.6492466,-0.86746454,0.79853123,1.0980836,1.1640942,-0.8872541,1.8816409,1.0765474,-0.4489819,-2.1256917,1.559498,1.0775194,1.2903548,0.2815624,1.0314555,-1.2787308,0.095697194,0.99757123,-1.3489001,-0.48255414,-0.13254416,-0.90455925,-0.347346,0.34273577,0.5145968,0.6098491,0.86288136,1.028075,1.9118761,-0.79426277,-0.81593055,1.9461759,2.0489256,-1.4575402,-2.4141254,0.956672,-1.1691375,0.9943552,0.14321971,0.016525798,0.48618346,0.5813944,0.97999984,-0.7402921,0.9915059,-1.2542907,-1.324617,-1.0738794,-0.40122873,0.6753206,-1.0078115,-1.230863,0.75054187
cell_762,1.4298606,1.0047463,-0.4641946,-0.1426669,-0.7871357,-0.9764264,1.5727453,0.32306454,2.7322924,0.029966012,0.6737569,0.48543483,-1.5399381,1.641437,0.07482048,1.8351308,-0.84933645,1.5788695,1.3738803,-0.49572396,-0.008069281,0.0931125,0.7063588,0.46906328,-0.53182703,0.53407866,-2.0917366,-0.09819059,1.6133596,-0.25887167,-1.2623101,-0.9169905,-0.6700874,-0.9026732,0.35706005,-0.11331931,0.9977701,1.3032565,-0.15043268,1.2457566,-0.7981937,-0.9461992,1.9915128,1.2901559,-1.1354835,-1.7550893,0.8287541,-0.7873596,0.3655374,-0.033800006,0.37860402,1.0582006,-0.15195687,0.3505446,-1.4607399,1.3262556,-1.0909963,-0.1676572,-0.111276925,-0.3577455,0.66962653,-0.57731164,-0.810133,0.49688378
cell_763,0.40918055,0.7018322,-1.1789839,0.47242978,-0.630361,-0.42174688,1.068353,-0.7302246,1.2801256,0.9570878,1.526889,0.4088667,-0.918809,0.5874353,1.1731796,1.0427095,-0.8127051,1.2180934,0.9604754,0.30510098,-1.9025514,1.0043321,1.2540247,0.68961716,0.9590922,1.7694937,-0.8620226,-0.02004984,0.7059264,-1.8015918,-0.5541971,-0.27349323,-0.36571574,-0.67480266,-0.0474931,0.75471,1.2145836,1.259357,1.1894703,1.7250133,-1.0701077,-0.9550661,1.1529825,1.8319699,-0.49960363,-1.5385388,1.027971,-1.2868366,1.7202817,0.8897172,0.2939575,0.6999513,0.77924967,1.2467325,-0.62806773,0.63915986,-1.1368858,-1.3859297,-0.5892593,-0.24176027,0.71258736,-1.5567248,-0.92063063,0.82057524
cell_764,2.0491495,0.55003804,1.396469,0.23613107,-1.3915231,-0.84295434,0.98523635,2.509845,2.244507,0.3204966,1.8997495,-0.2825455,0.23223007,-1.3218282,1.5344387,1.4529734,0.84516716,1.5559621,-0.12670663,1.5310662,-1.5012525,0.27937108,-0.04892409,-1.6194366,-1.1044248,-1.9309409,-1.7198473,3.1334357,-1.1388,-1.5478722,1.2353048,0.8949641,1.1462669,1.5241244,-2.0323207,-1.3205583,-1.364497,-0.937008,0.7678698,0.26994923,-0.36837187,0.45366353,-0.7844832,-0.10567051,-1.3838181,-2.8720791,-0.8163341,1.6495258,-0.40950978,1.4850914,-1.7677884,0.640842,-0.87652016,1.5138537,-1.7007165,-0.8498923,-1.1123012,-1.1238687,1.6378962,1.4672059,0.13571547,0.49250576,-1.6182115,-2.3743327
cell_765,1.3660221,-0.46202874,-1.5578067,-0.076857574,-0.8768455,-0.24086073,2.6840436,0.13389595,1.5811368,0.8955219,1.5151066,1.5374733,-0.19992658,1.1819377,0.9083037,0.908915,-0.7162728,1.9091107,0.31383955,-0.8080106,-2.4345315,1.0555798,1.3815441,0.7573181,-0.07428336,1.206015,-2.3311498,0.52964485,0.41233045,-2.1188319,-0.95648074,-0.15582934,-0.1077181,-0.2634881,-0.029909104,-0.24526587,0.6275654,0.5834493,0.9004408,2.4375181,-1.1192368,0.16266866,1.75722,2.0083911,-1.1234584,-3.0791798,1.388601,-0.5286239,1.0297017,1.4862458,-1.0697012,0.85079575,0.68973786,1.8892925,-0.9212703,0.20296979,-1.6885903,-1.0853598,-0.46599832,0.18254527,0.9390254,-0.7335027,-1.8368543,0.020083427
cell_766,1.6396477,-0.23405558,1.3746774,-1.1052377,-0.57895464,-1.0973212,1.6296352,1.4701464,2.2246697,-1.3585141,-0.11384054,1.5548502,-1.2363869,0.75175184,-1.3478328,-0.88630515,-1.4453728,1.6062884,-0.82764167,-1.4231032,0.3716184,-1.1097035,1.0662624,0.64899474,-1.4807404,-1.6857,-1.8972915,1.3796341,-1.0957271,-0.041456074,-1.0586071,-0.9100489,1.9750588,-0.7325751,-1.4231972,-1.930373,-0.6474735,-1.1517767,-0.7572446,2.3030646,-0.45654368,1.0879918,1.8395716,1.8759942,0.6529146,-1.86726,1.1425986,1.2672312,-0.40742445,2.044337,-1.524585,0.5372646,-1.6638254,-0.18820658,-0.9856913,1.3176943,1.209528,0.8238473,-0.23405266,1.6335996,0.85261625,-0.1639038,-1.5105315,-1.8855997
cell_767,1.1473262,1.2627366,-0.8728249,0.70589525,-0.9143995,-0.22067231,1.3854417,-0.6526228,1.6761777,0.358784,1.7561195,0.18845125,-0.9237432,0.9972101,1.2761875,1.7104982,-0.85896367,1.5554324,1.5728309,0.6789795,-0.75392455,0.38302472,1.1657763,0.6847056,0.5103153,0.8988286,-1.3702726,0.34614834,1.3157957,-0.57868737,-0.29345056,-0.6734526,-1.3530322,-0.48187447,1.1240249,0.49833998,1.4309299,0.87100756,0.96987593,1.7190658,0.1050089,-1.0465966,1.439677,1.4143984,-1.3131683,-2.235979,0.71841854,-1.1394744,1.4728396,-0.29638997,0.74205935,0.8981833,0.36743098,1.3023951,-0.9502001,1.7515723,-1.848746,-1.3819547,-0.50007707,-0.6113124,0.4603644,-1.1896453,-1.1355114,0.75984067
cell_768,1.41988,0.35986876,1.605769,-0.97659075,-1.1918802,-0.88666093,1.5601604,1.7435366,2.119578,-0.4614144,0.5757132,1.3148787,-0.7259901,-0.054951146,-0.50832915,0.034247547,-0.82688487,1.4970583,-0.6863776,-0.53773886,-0.69191945,-0.8188721,0.37065366,0.36239806,-1.2028573,-1.3426714,-2.8786745,1.8811433,-1.5363123,-0.63225377,-0.39424574,0.080925405,1.5732247,0.28075054,-1.8529582,-1.7172685,-1.2409357,-1.3422533,-0.30533317,1.211196,-0.63418543,0.23705277,1.3808011,0.5971931,0.15218145,-2.4822004,-0.16628104,1.8668711,-0.3649201,1.9651314,-1.1887399,0.6756349,-1.2724695,0.40571603,-1.9309264,0.09090264,0.36691716,0.3353142,0.21798417,2.0451083,0.77136976,1.0703012,-1.929502,-1.8411542
cell_769,0.47198564,0.24420181,1.4099061,-1.2971792,-0.8028814,-0.17056745,1.4547633,1.7551055,1.1559505,-1.73387,-0.31279603,1.5510466,-1.6074696,0.8711018,-1.0333226,-1.0699527,-1.2878981,1.8722353,-1.0227828,-1.537753,0.5727517,-0.661286,1.2300494,0.7116359,-2.058236,-1.8716979,-2.046753,1.188776,-0.87145597,-0.242832,-0.87733334,-0.72579587,1.2676587,-0.9133352,-1.7404908,-1.767216,-1.012743,-1.2341932,-1.0669761,2.4032507,-0.16502179,0.7779263,1.7542235,1.5397966,0.24834943,-2.092453,1.0672712,1.3303754,-0.8790835,1.6023647,-1.788457,0.790505,-2.5654964,-0.24387816,-1.6900125,1.515583,1.3660972,0.5954137,-0.6409236,1.7383721,0.36073905,0.1434861,-1.5733818,-1.6297584
cell_770,0.14973235,-0.7246844,0.78918415,-0.7635471,-0.9997443,-0.99821657,1.045159,0.90479714,0.80416465,-0.8690473,-0.7290751,1.337346,-0.91523004,0.37103528,-1.7028294,-0.75868696,-1.0142443,1.4782164,-0.54444677,-1.146606,1.1733862,-1.2619812,1.5801975,0.16600755,-1.8423218,-2.3371315,-1.5888712,1.6485289,-0.49856073,0.96363866,-1.2674965,-0.7782323,0.5373851,-1.6402844,-1.8108944,-1.5121921,-0.2743826,-0.009855811,-1.2974788,0.8881078,-0.67418486,1.0725083,1.7661407,2.2428842,0.7274256,-0.9116621,0.17001347,1.1088034,-0.33054265,1.3627896,-0.8530037,0.5961384,-1.7148981,0.7923298,-1.7982635,1.2977316,0.7743546,0.92491454,-0.8168366,1.1455917,0.4601356,-0.21355502,-1.2393751,-1.039046
cell_771,1.514649,-0.011341959,-0.305749,0.77331537,0.8666135,-1.5714543,-0.23136869,1.5463426,2.2207131,-1.2610332,-0.8401858,-0.95975864,-1.53621,-1.0502318,-1.2246456,-0.41170177,1.1268439,2.241172,-0.46820787,-0.39710033,1.1846576,0.72995263,-0.34589607,-1.6364144,-0.6208573,-2.067596,0.100262135,1.7380519,1.3991369,-1.7882482,-0.99126494,0.9816973,1.1791899,0.45570737,-1.105363,-1.9502736,0.8846614,-1.0513288,-1.2210085,1.0350018,-1.2103522,-1.0438951,0.9335926,1.7350667,-0.82367146,-0.008629527,1.2931877,-0.56811327,1.5142646,1.4144907,-1.5739042,0.6656265,-1.0273651,0.5278511,0.0111489035,0.04385066,0.6979218,0.5962109,-0.27955532,1.75895,-1.056684,-0.57053536,-1.5922073,0.46968263
cell_772,1.0214717,1.1490068,-0.9686625,0.82825655,-0.6056179,-0.92136216,1.3606037,-0.8078662,1.3084408,0.68451893,1.59654,1.1649163,-1.3698334,0.7865649,0.79170394,1.5316477,-0.86987084,1.1256071,1.3627111,-0.1838338,-0.9572496,0.6494825,1.3099241,0.44810295,0.8491858,0.66223663,-0.9563878,-0.08097405,1.615689,-0.8237458,-0.40794525,-0.42036927,-0.6074187,-0.894042,0.5903408,0.3168451,1.2533035,1.4084312,1.5423379,1.8542309,-1.1140957,-0.8529671,1.6220762,2.4655964,-1.0439091,-1.6398716,1.0916141,-1.2603245,1.5581063,0.25412038,0.3694141,0.87084067,0.6742253,0.57454944,-0.80748236,0.95521456,-1.0090356,-1.2903688,-0.6636405,-1.123425,0.70671576,-1.7032354,-0.8285708,1.3726422
cell_773,0.765092,0.026829109,0.85665756,-1.0810444,-0.43784457,-0.30353448,1.8586507,1.4717689,2.728713,-1.5957954,-0.4127245,0.7611297,-1.2048174,1.1925466,-0.9554523,-1.1707892,-2.0163956,1.5104433,-0.19385803,-1.8281991,0.76491517,-1.354989,1.7328876,2.2211714,-1.8042355,-1.4325813,-1.5905932,1.1034734,-0.35524914,0.29135334,-0.5663019,-0.61137575,0.86207324,-0.92729175,-1.5695322,-1.9569873,-1.3705668,-0.63383144,-0.93359387,1.826307,-0.27106556,1.3134546,2.2844396,1.3530254,0.58222896,-2.2548573,1.55171,1.3893774,-0.6879959,1.4730127,-1.7181957,0.24840504,-1.3394773,-0.43338174,-1.6705575,1.1525812,1.4225136,0.99047315,-0.6249598,1.38665,0.7372564,0.1614002,-1.046843,-1.7463843
cell_774,1.5313116,0.22252996,1.4726822,-0.12518483,-1.6197467,-1.3976235,1.7501266,1.6884431,1.0679464,-0.060858805,1.345379,-0.040690325,-0.4853925,-0.49305132,0.8972612,0.2924718,-0.22978508,2.0639834,-0.67233145,-0.31266487,-1.1751889,-0.103894055,0.17567988,-0.5012259,-1.5787625,-1.8446952,-2.104155,1.8652135,-0.9389359,-0.9000388,-0.19831774,0.5450433,1.6620245,0.8074015,-1.67469,-1.8293186,-0.46817234,-0.41569573,0.28709248,0.898939,-1.0427493,1.117794,0.27499968,0.4853496,-0.15498063,-2.331414,-0.23110494,1.3803624,0.0069646537,1.7845006,-1.5926417,0.8809384,-1.3015695,0.96066165,-1.9331214,-0.6365664,-0.4285085,-0.6464161,0.8767501,1.9797326,0.33251035,0.94255733,-1.779141,-2.0981555
cell_775,1.0615115,-0.3477952,1.2206596,-1.3049363,-0.39062965,-1.0760242,1.3477273,1.4893385,1.8255373,-1.2703289,-0.39419198,1.828001,-1.1621082,0.93337584,-1.379201,-0.8048301,-1.0216771,1.6704483,-0.667179,-1.5971423,0.885925,-1.3421105,1.7686129,1.3988278,-1.7022914,-1.2167053,-2.1319091,1.2753956,-1.3083131,0.31094158,-1.5456003,-1.139019,0.9489689,-0.83853287,-1.4614097,-0.9698503,-0.5781964,-0.076119065,-0.56350714,2.3755658,-0.89362466,0.8087719,1.5953901,1.5038301,0.69052726,-1.8660007,1.2559984,0.9740068,-0.16337664,2.0014853,-1.6609716,0.18090324,-1.8683858,0.16334134,-1.0210636,0.8799242,0.57746303,0.8852181,-0.3917712,1.7534844,1.1331087,-0.10324469,-1.2697742,-1.4163609
